,,Mkt_minus_RF,SMB,HML,RMW,CMA,MOM
1993-06-30,CMA,-4.027321807909604,-0.8954914124293785,3.271836892655367,-1.2445596610169487,3.098706327683616,1.033917005649718
1993-06-30,MOM,0.18967242937853077,-2.52984175141243,-0.7276657344632769,0.4246557627118643,1.033917005649718,7.675485056497175
1993-07-31,Mkt_minus_RF,14.489337033898304,1.6400133898305085,-3.604355254237288,1.5685870338983052,-4.017077966101694,0.13623110169491495
1993-07-31,SMB,1.6400133898305085,6.35014,-0.15955491525423718,-0.9807306779661016,-0.8604067796610169,-2.49599
1993-07-31,HML,-3.604355254237288,-0.15955491525423718,5.913069378531073,-1.5647925423728815,3.3091757062146896,-0.6246315254237287
1993-07-31,RMW,1.5685870338983052,-0.9807306779661016,-1.5647925423728815,1.9897031355932202,-1.292637288135593,0.34506076271186437
1993-07-31,CMA,-4.017077966101694,-0.8604067796610169,3.3091757062146896,-1.292637288135593,3.1269175141242935,1.1046694915254238
1993-07-31,MOM,0.13623110169491495,-2.49599,-0.6246315254237287,0.34506076271186437,1.1046694915254238,7.725937033898304
1993-08-31,Mkt_minus_RF,14.358693644067795,1.659853813559322,-3.4786923728813557,1.395681779661017,-3.9263610169491527,0.13212161016949128
1993-08-31,SMB,1.659853813559322,6.3509196327683615,-0.16363305084745752,-0.9862156779661018,-0.8644344632768362,-2.48877302259887
1993-08-31,HML,-3.4786923728813557,-0.16363305084745752,5.851567796610169,-1.5240720338983054,3.2604898305084746,-0.5945940677966103
1993-08-31,RMW,1.395681779661017,-0.9862156779661018,-1.5240720338983054,2.0265451694915253,-1.2541711864406777,0.2844422881355932
1993-08-31,CMA,-3.9263610169491527,-0.8644344632768362,3.2604898305084746,-1.2541711864406777,3.088985310734463,1.1244700564971755
1993-08-31,MOM,0.13212161016949128,-2.48877302259887,-0.5945940677966103,0.2844422881355932,1.1244700564971755,7.737268107344634
1993-09-30,Mkt_minus_RF,14.264672627118644,1.6664907627118644,-3.428667288135593,1.3348399152542372,-3.8846953389830507,0.15036838983050776
1993-09-30,SMB,1.6664907627118644,6.485484152542373,-0.21261881355932194,-0.9590853389830508,-0.902482627118644,-2.4097948305084747
1993-09-30,HML,-3.428667288135593,-0.21261881355932194,5.84025209039548,-1.499387175141243,3.2501387005649716,-0.6313215254237289
1993-09-30,RMW,1.3348399152542372,-0.9590853389830508,-1.499387175141243,1.9910355649717513,-1.2331459039548025,0.309823813559322
1993-09-30,CMA,-3.8846953389830507,-0.902482627118644,3.2501387005649716,-1.2331459039548025,3.0796484463276834,1.0955156779661017
1993-09-30,MOM,0.15036838983050776,-2.4097948305084747,-0.6313215254237289,0.309823813559322,1.0955156779661017,7.781438728813559
1993-10-31,Mkt_minus_RF,14.269320310734464,1.7075385028248586,-3.4740699717514123,1.3311484745762712,-3.885948531073446,0.10497423728813521
1993-10-31,SMB,1.7075385028248586,6.403149463276836,-0.2165996892655366,-0.900135254237288,-0.8506097740112993,-2.5465311864406774
1993-10-31,HML,-3.4740699717514123,-0.2165996892655366,5.929481666666668,-1.5450301694915256,3.206210564971751,-0.4236328813559322
1993-10-31,RMW,1.3311484745762712,-0.900135254237288,-1.5450301694915256,1.9751261016949153,-1.2451037288135591,0.29151050847457616
1993-10-31,CMA,-3.885948531073446,-0.8506097740112993,3.206210564971751,-1.2451037288135591,3.0710812429378533,1.070378644067797
1993-10-31,MOM,0.10497423728813521,-2.5465311864406774,-0.4236328813559322,0.29151050847457616,1.070378644067797,8.067924745762712
1993-11-30,Mkt_minus_RF,14.230701101694915,1.6791921186440677,-3.3689198305084744,1.2145100847457628,-3.761433728813559,0.3258539830508469
1993-11-30,SMB,1.6791921186440677,6.384145169491526,-0.16154457627118632,-0.9585965254237289,-0.7857086440677966,-2.442428559322033
1993-11-30,HML,-3.3689198305084744,-0.16154457627118632,5.914850734463276,-1.560835197740113,3.192483389830509,-0.31258525423728817
1993-11-30,RMW,1.2145100847457628,-0.9585965254237289,-1.560835197740113,2.031969802259887,-1.2682350847457629,0.0843195762711864
1993-11-30,CMA,-3.761433728813559,-0.7857086440677966,3.192483389830509,-1.2682350847457629,3.059134576271186,1.2113133898305086
1993-11-30,MOM,0.3258539830508469,-2.442428559322033,-0.31258525423728817,0.0843195762711864,1.2113133898305086,8.673016355932205
1993-12-31,Mkt_minus_RF,14.23507895480226,1.6754341807909605,-3.3436399717514123,1.222548870056497,-3.762354519774011,0.35180564971751405
1993-12-31,SMB,1.6754341807909605,6.349166666666667,-0.09545790960451965,-0.951254802259887,-0.7789649717514125,-2.390219209039548
1993-12-31,HML,-3.3436399717514123,-0.09545790960451965,5.8591101412429385,-1.5471414124293785,3.173486723163842,-0.33388395480225996
1993-12-31,RMW,1.222548870056497,-0.951254802259887,-1.5471414124293785,2.0414215819209036,-1.2721451977401128,0.10420531073446322
1993-12-31,CMA,-3.762354519774011,-0.7789649717514125,3.173486723163842,-1.2721451977401128,3.0584005649717514,1.19424802259887
1993-12-31,MOM,0.35180564971751405,-2.390219209039548,-0.33388395480225996,0.10420531073446322,1.19424802259887,8.68163209039548
1994-01-31,Mkt_minus_RF,13.824732090395479,1.884713276836158,-3.34815220338983,1.266944463276836,-3.712853615819209,0.43784666666666644
1994-01-31,SMB,1.884713276836158,6.256719632768361,-0.0792771186440677,-0.9990108757062147,-0.7828679378531074,-2.4463621468926546
1994-01-31,HML,-3.34815220338983,-0.0792771186440677,5.872544745762712,-1.5710520338983052,3.19476593220339,-0.3448501694915254
1994-01-31,RMW,1.266944463276836,-0.9990108757062147,-1.5710520338983052,2.0807664124293788,-1.3150191242937852,0.11645107344632769
1994-01-31,CMA,-3.712853615819209,-0.7828679378531074,3.19476593220339,-1.3150191242937852,3.084313531073446,1.1655509604519776
1994-01-31,MOM,0.43784666666666644,-2.4463621468926546,-0.3448501694915254,0.11645107344632769,1.1655509604519776,8.674114802259886
1994-02-28,Mkt_minus_RF,13.856337175141244,1.873373672316384,-3.2117827118644064,1.106937627118644,-3.565981807909605,0.51063615819209
1994-02-28,SMB,1.873373672316384,6.253133870056498,-0.19330025423728803,-0.8642905084745762,-0.9089705649717515,-2.503537429378531
1994-02-28,HML,-3.2117827118644064,-0.19330025423728803,5.907358728813559,-1.6039637288135593,3.204212372881356,-0.2949165254237288
1994-02-28,RMW,1.106937627118644,-0.8642905084745762,-1.6039637288135593,2.1099566101694913,-1.3171528813559323,0.06164915254237295
1994-02-28,CMA,-3.565981807909605,-0.9089705649717515,3.204212372881356,-1.3171528813559323,3.0628575141242935,1.2059471751412432
1994-02-28,MOM,0.51063615819209,-2.503537429378531,-0.2949165254237288,0.06164915254237295,1.2059471751412432,8.715726412429378
1994-03-31,Mkt_minus_RF,14.3422556779661,1.9618744915254238,-3.354669406779661,1.083454915254237,-3.6777072881355934,0.7070861864406772
1994-03-31,SMB,1.9618744915254238,6.265426525423729,-0.22507737288135582,-0.8663054237288137,-0.9354306779661016,-2.48278313559322
1994-03-31,HML,-3.354669406779661,-0.22507737288135582,5.940724830508475,-1.5936572881355933,3.2278764406779663,-0.375276186440678
1994-03-31,RMW,1.083454915254237,-0.8663054237288137,-1.5936572881355933,2.109754124293785,-1.308140451977401,0.06103853107344616
1994-03-31,CMA,-3.6777072881355934,-0.9354306779661016,3.2278764406779663,-1.308140451977401,3.0787842937853105,1.13677802259887
1994-03-31,MOM,0.7070861864406772,-2.48278313559322,-0.375276186440678,0.06103853107344616,1.13677802259887,8.736142683615817
1994-04-30,Mkt_minus_RF,14.102727005649717,2.0105985310734464,-3.251184971751412,1.064190734463277,-3.628171299435028,0.6688992090395476
1994-04-30,SMB,2.0105985310734464,6.272518192090396,-0.2724080225988699,-0.8738136723163842,-0.961682824858757,-2.461061129943502
1994-04-30,HML,-3.251184971751412,-0.2724080225988699,5.936635564971751,-1.5676727683615819,3.2314768926553668,-0.3803460734463277
1994-04-30,RMW,1.064190734463277,-0.8738136723163842,-1.5676727683615819,2.115884293785311,-1.293285536723164,0.048589378531073577
1994-04-30,CMA,-3.628171299435028,-0.961682824858757,3.2314768926553668,-1.293285536723164,3.0839287005649716,1.1314000564971751
1994-04-30,MOM,0.6688992090395476,-2.461061129943502,-0.3803460734463277,0.048589378531073577,1.1314000564971751,8.74150675141243
1994-05-31,Mkt_minus_RF,13.966629237288135,2.0078809322033897,-3.1988932203389826,1.059690254237288,-3.614195762711864,0.6475830508474573
1994-05-31,SMB,2.0078809322033897,6.382852514124294,-0.29285604519773994,-0.8828241525423728,-0.9824468361581922,-2.316518870056497
1994-05-31,HML,-3.1988932203389826,-0.29285604519773994,5.92072836158192,-1.5642067796610166,3.2302041807909605,-0.4003805649717514
1994-05-31,RMW,1.059690254237288,-0.8828241525423728,-1.5642067796610166,2.116456355932203,-1.2911228813559321,0.03616949152542381
1994-05-31,CMA,-3.614195762711864,-0.9824468361581922,3.2302041807909605,-1.2911228813559321,3.086504971751413,1.1059541242937854
1994-05-31,MOM,0.6475830508474573,-2.316518870056497,-0.4003805649717514,0.03616949152542381,1.1059541242937854,8.928547344632767
1994-06-30,Mkt_minus_RF,14.118598050847456,2.0031237288135593,-3.2226096610169486,1.0075033050847457,-3.6474102542372875,0.7442659322033892
1994-06-30,SMB,2.0031237288135593,6.367450847457627,-0.26774406779661003,-0.8916966101694916,-0.9681779661016949,-2.31285593220339
1994-06-30,HML,-3.2226096610169486,-0.26774406779661003,5.8862396610169485,-1.5395981355932202,3.214656101694915,-0.42595220338983053
1994-06-30,RMW,1.0075033050847457,-0.8916966101694916,-1.5395981355932202,2.1272796327683614,-1.2707791242937854,0.0074875141242936784
1994-06-30,CMA,-3.6474102542372875,-0.9681779661016949,3.214656101694915,-1.2707791242937854,3.082510141242938,1.0791321468926551
1994-06-30,MOM,0.7442659322033892,-2.31285593220339,-0.42595220338983053,0.0074875141242936784,1.0791321468926551,8.987179548022597
1994-07-31,Mkt_minus_RF,13.438287542372882,2.40439406779661,-2.861853305084746,0.782561186440678,-3.5595104237288138,0.20900635593220293
1994-07-31,SMB,2.40439406779661,6.1336175141242935,-0.49105903954802244,-0.7471384180790962,-1.0215731638418077,-1.9792093220338984
1994-07-31,HML,-2.861853305084746,-0.49105903954802244,5.733837598870057,-1.4642078531073446,3.1737671468926556,-0.20836906779661013
1994-07-31,RMW,0.782561186440678,-0.7471384180790962,-1.4642078531073446,2.1024283615819206,-1.248172485875706,-0.09473644067796616
1994-07-31,CMA,-3.5595104237288138,-1.0215731638418077,3.1737671468926556,-1.248172485875706,3.0719948870056495,1.138543644067797
1994-07-31,MOM,0.20900635593220293,-1.9792093220338984,-0.20836906779661013,-0.09473644067796616,1.138543644067797,8.678890254237286
1994-08-31,Mkt_minus_RF,13.639713107344633,2.4784419774011295,-3.035399774011299,0.8176177401129943,-3.648157966101695,0.26088497175141195
1994-08-31,SMB,2.4784419774011295,6.160747429378532,-0.5563544632768361,-0.7340626553672317,-1.0537589830508476,-1.958453615819209
1994-08-31,HML,-3.035399774011299,-0.5563544632768361,5.858896497175141,-1.4913334463276837,3.256729830508475,-0.22553062146892655
1994-08-31,RMW,0.8176177401129943,-0.7340626553672317,-1.4913334463276837,2.1081422598870057,-1.2644294915254237,-0.08917242937853112
1994-08-31,CMA,-3.648157966101695,-1.0537589830508476,3.256729830508475,-1.2644294915254237,3.1092366101694915,1.1083010169491527
1994-08-31,MOM,0.26088497175141195,-1.958453615819209,-0.22553062146892655,-0.08917242937853112,1.1083010169491527,8.661260903954803
1994-09-30,Mkt_minus_RF,13.74250788135593,2.3600042372881354,-2.9680737288135592,0.8312018644067795,-3.6757995762711864,0.29519313559321975
1994-09-30,SMB,2.3600042372881354,6.2854548022598875,-0.6427881355932202,-0.7345728813559322,-1.0222070621468926,-1.962714406779661
1994-09-30,HML,-2.9680737288135592,-0.6427881355932202,5.896310169491525,-1.471020338983051,3.2384025423728815,-0.1764686440677966
1994-09-30,RMW,0.8312018644067795,-0.7345728813559322,-1.471020338983051,2.090432881355932,-1.267700847457627,-0.13007067796610183
1994-09-30,CMA,-3.6757995762711864,-1.0222070621468926,3.2384025423728815,-1.267700847457627,3.116662005649718,1.0999639830508474
1994-09-30,MOM,0.29519313559321975,-1.962714406779661,-0.1764686440677966,-0.13007067796610183,1.0999639830508474,8.566886186440678
1994-10-31,Mkt_minus_RF,13.468189152542374,2.088071186440678,-3.0862183050847456,0.8117827118644068,-3.706156271186441,0.3243423728813553
1994-10-31,SMB,2.088071186440678,6.187827683615819,-0.6442618644067797,-0.7436508474576271,-1.0005228813559321,-1.9642655367231636
1994-10-31,HML,-3.0862183050847456,-0.6442618644067797,5.9232061864406775,-1.4725422033898306,3.2601522881355933,-0.18439237288135593
1994-10-31,RMW,0.8117827118644068,-0.7436508474576271,-1.4725422033898306,2.08966,-1.2667866101694918,-0.12980847457627118
1994-10-31,CMA,-3.706156271186441,-1.0005228813559321,3.2601522881355933,-1.2667866101694918,3.1288943220338985,1.0940211864406784
1994-10-31,MOM,0.3243423728813553,-1.9642655367231636,-0.18439237288135593,-0.12980847457627118,1.0940211864406784,8.5691802259887
1994-11-30,Mkt_minus_RF,13.804141101694915,2.1039957627118646,-3.0059245762711857,0.8202177966101695,-3.6662847457627117,0.3971271186440673
1994-11-30,SMB,2.1039957627118646,6.155110847457627,-0.6739572881355932,-0.7726854237288135,-0.9712694915254237,-1.925644406779661
1994-11-30,HML,-3.0059245762711857,-0.6739572881355932,5.908865423728813,-1.4999867796610171,3.297069491525424,-0.13179423728813552
1994-11-30,RMW,0.8202177966101695,-0.7726854237288135,-1.4999867796610171,2.063987683615819,-1.2417225988700564,-0.0970522033898305
1994-11-30,CMA,-3.6662847457627117,-0.9712694915254237,3.297069491525424,-1.2417225988700564,3.1112564971751415,1.0739067796610173
1994-11-30,MOM,0.3971271186440673,-1.925644406779661,-0.13179423728813552,-0.0970522033898305,1.0739067796610173,8.54799254237288
1994-12-31,Mkt_minus_RF,13.797988559322034,2.133704661016949,-3.008005508474576,0.8259296610169489,-3.6807220338983044,0.393054237288135
1994-12-31,SMB,2.133704661016949,6.057776581920905,-0.6744953954802259,-0.7911987005649718,-0.9204245197740112,-1.856643502824859
1994-12-31,HML,-3.008005508474576,-0.6744953954802259,5.910591497175141,-1.5001362146892654,3.296517401129943,-0.14449548022598868
1994-12-31,RMW,0.8259296610169489,-0.7911987005649718,-1.5001362146892654,2.0604676836158196,-1.2320290395480225,-0.0835717514124294
1994-12-31,CMA,-3.6807220338983044,-0.9204245197740112,3.296517401129943,-1.2320290395480225,3.0850978531073445,1.0441666666666667
1994-12-31,MOM,0.393054237288135,-1.856643502824859,-0.14449548022598868,-0.0835717514124294,1.0441666666666667,8.598066666666666
1995-01-31,Mkt_minus_RF,12.65048361581921,1.8584180790960454,-2.8637045197740107,0.5989186440677966,-3.5283587570621466,-0.270380225988701
1995-01-31,SMB,1.8584180790960454,6.195359209039548,-0.7868214124293783,-0.8171535593220339,-0.8428629378531074,-1.809465197740113
1995-01-31,HML,-2.8637045197740107,-0.7868214124293783,5.9984864124293775,-1.4921596610169492,3.247763107344633,-0.2099685310734463
1995-01-31,RMW,0.5989186440677966,-0.8171535593220339,-1.4921596610169492,2.0195484745762715,-1.1961461016949153,-0.18593423728813557
1995-01-31,CMA,-3.5283587570621466,-0.8428629378531074,3.247763107344633,-1.1961461016949153,3.0731266666666666,1.1738119774011302
1995-01-31,MOM,-0.270380225988701,-1.809465197740113,-0.2099685310734463,-0.18593423728813557,1.1738119774011302,8.423584293785309
1995-02-28,Mkt_minus_RF,12.803021920903953,1.8156157062146894,-2.8230734463276836,0.6118246327683615,-3.5445143502824856,-0.32828146892655424
1995-02-28,SMB,1.8156157062146894,6.1832104802259895,-0.8037930790960449,-0.8109756497175141,-0.823950649717514,-1.7663207344632768
1995-02-28,HML,-2.8230734463276836,-0.8037930790960449,6.008024717514124,-1.486462429378531,3.2467752824858755,-0.21918954802259885
1995-02-28,RMW,0.6118246327683615,-0.8109756497175141,-1.486462429378531,2.016665649717514,-1.2033453672316385,-0.201743163841808
1995-02-28,CMA,-3.5445143502824856,-0.823950649717514,3.2467752824858755,-1.2033453672316385,3.066279632768362,1.1639356497175144
1995-02-28,MOM,-0.32828146892655424,-1.7663207344632768,-0.21918954802259885,-0.201743163841808,1.1639356497175144,8.415616836158193
1995-03-31,Mkt_minus_RF,12.820127005649718,1.7679516384180793,-2.8216552542372884,0.562562033898305,-3.5182905084745757,-0.3600593220338988
1995-03-31,SMB,1.7679516384180793,6.148438531073446,-0.6976657627118643,-0.848187627118644,-0.7946893220338982,-1.7820550847457626
1995-03-31,HML,-2.8216552542372884,-0.6976657627118643,5.935838305084746,-1.3759391525423725,3.1817320338983053,-0.15332627118644063
1995-03-31,RMW,0.562562033898305,-0.848187627118644,-1.3759391525423725,1.976879406779661,-1.1723248305084744,-0.21879788135593214
1995-03-31,CMA,-3.5182905084745757,-0.7946893220338982,3.1817320338983053,-1.1723248305084744,3.0439946610169493,1.178896186440678
1995-03-31,MOM,-0.3600593220338988,-1.7820550847457626,-0.15332627118644063,-0.21879788135593214,1.178896186440678,8.409761440677968
1995-04-30,Mkt_minus_RF,12.582429237288137,1.7348199152542374,-2.9811711864406782,0.659166101694915,-3.577325,-0.24341737288135634
1995-04-30,SMB,1.7348199152542374,6.147202118644069,-0.7231610169491525,-0.8391440677966101,-0.8056207627118643,-1.7765995762711866
1995-04-30,HML,-2.9811711864406782,-0.7231610169491525,5.831933785310733,-1.306845536723164,3.1447211299435027,-0.06463220338983042
1995-04-30,RMW,0.659166101694915,-0.8391440677966101,-1.306845536723164,1.943399548022599,-1.1447981920903956,-0.25207796610169486
1995-04-30,CMA,-3.577325,-0.8056207627118643,3.1447211299435027,-1.1447981920903956,3.031493192090396,1.2164995762711865
1995-04-30,MOM,-0.24341737288135634,-1.7765995762711866,-0.06463220338983042,-0.25207796610169486,1.2164995762711865,8.387032627118645
1995-05-31,Mkt_minus_RF,11.646181101694914,1.9662727966101694,-2.356473220338983,0.5004188135593218,-3.337323983050847,-0.570261016949153
1995-05-31,SMB,1.9662727966101694,6.134571158192091,-0.967791638418079,-0.7908666101694917,-0.8762407627118644,-1.6394288135593216
1995-05-31,HML,-2.356473220338983,-0.967791638418079,5.597575819209038,-1.2191969491525425,3.0074199999999998,0.03941525423728808
1995-05-31,RMW,0.5004188135593218,-0.7908666101694917,-1.2191969491525425,1.918312881355932,-1.1063913559322034,-0.2960762711864407
1995-05-31,CMA,-3.337323983050847,-0.8762407627118644,3.0074199999999998,-1.1063913559322034,2.972828559322034,1.28601186440678
1995-05-31,MOM,-0.570261016949153,-1.6394288135593216,0.03941525423728808,-0.2960762711864407,1.28601186440678,8.3442
1995-06-30,Mkt_minus_RF,11.668492203389828,2.108864745762712,-2.528778305084746,0.4360301694915253,-3.4465461016949157,-0.45566305084745806
1995-06-30,SMB,2.108864745762712,6.258072768361581,-1.0663518644067795,-0.7954072316384181,-0.9965964971751411,-1.5695524293785312
1995-06-30,HML,-2.528778305084746,-1.0663518644067795,5.6521777118644065,-1.239888813559322,3.115695084745763,-0.0024044915254237084
1995-06-30,RMW,0.4360301694915253,-0.7954072316384181,-1.239888813559322,1.8938998870056498,-1.08960802259887,-0.28454870056497167
1995-06-30,CMA,-3.4465461016949157,-0.9965964971751411,3.115695084745763,-1.08960802259887,3.083904971751412,1.2108278531073446
1995-06-30,MOM,-0.45566305084745806,-1.5695524293785312,-0.0024044915254237084,-0.28454870056497167,1.2108278531073446,8.37565115819209
1995-07-31,Mkt_minus_RF,11.704530056497177,2.0621231073446333,-2.6493481355932196,0.40911988700564955,-3.3998161581920905,-0.139274971751413
1995-07-31,SMB,2.0621231073446333,6.139295225988701,-1.1562352542372878,-0.8274133333333333,-0.8834097175141242,-1.2233464124293787
1995-07-31,HML,-2.6493481355932196,-1.1562352542372878,5.71751593220339,-1.241702372881356,3.1979223728813557,-0.0223925423728813
1995-07-31,RMW,0.40911988700564955,-0.8274133333333333,-1.241702372881356,1.8890402259887007,-1.05968395480226,-0.2386368361581921
1995-07-31,CMA,-3.3998161581920905,-0.8834097175141242,3.1979223728813557,-1.05968395480226,2.976133785310734,0.8881602259887006
1995-07-31,MOM,-0.139274971751413,-1.2233464124293787,-0.0223925423728813,-0.2386368361581921,0.8881602259887006,7.962771158192089
1995-08-31,Mkt_minus_RF,9.652729491525424,1.2906061016949153,-2.4274701694915257,0.28584711864406764,-2.869484406779661,0.05728271186440637
1995-08-31,SMB,1.2906061016949153,5.894872853107344,-1.0067926836158192,-0.9176257909604519,-0.6432028813559322,-1.169321836158192
1995-08-31,HML,-2.4274701694915257,-1.0067926836158192,5.788910141242939,-1.29174895480226,3.199517457627118,-0.07238172316384181
1995-08-31,RMW,0.28584711864406764,-0.9176257909604519,-1.29174895480226,1.9237426836158193,-1.0669849152542372,-0.20773641242937854
1995-08-31,CMA,-2.869484406779661,-0.6432028813559322,3.199517457627118,-1.0669849152542372,2.875482372881356,0.8195998305084746
1995-08-31,MOM,0.05728271186440637,-1.169321836158192,-0.07238172316384181,-0.20773641242937854,0.8195998305084746,7.9525969209039555
1995-09-30,Mkt_minus_RF,8.879105395480227,0.7178052259887006,-2.4137393502824858,0.2765759322033899,-2.4165440960451976,0.7419690112994345
1995-09-30,SMB,0.7178052259887006,5.699709463276837,-0.9738761299435027,-0.9625542372881356,-0.407142231638418,-0.9068535310734464
1995-09-30,HML,-2.4137393502824858,-0.9738761299435027,5.79092709039548,-1.2953667796610169,3.1816108192090398,-0.10882793785310739
1995-09-30,RMW,0.2765759322033899,-0.9625542372881356,-1.2953667796610169,1.92996,-1.0450471186440677,-0.15888406779661016
1995-09-30,CMA,-2.4165440960451976,-0.407142231638418,3.1816108192090398,-1.0450471186440677,2.6533664124293783,0.524771384180791
1995-09-30,MOM,0.7419690112994345,-0.9068535310734464,-0.10882793785310739,-0.15888406779661016,0.524771384180791,7.607696581920903
1995-10-31,Mkt_minus_RF,8.840770932203391,0.6329022881355931,-2.3888992372881352,0.3415035593220338,-2.4297772881355937,0.8958420338983047
1995-10-31,SMB,0.6329022881355931,5.520691836158192,-0.9347079943502823,-0.8365399435028249,-0.4312467796610169,-0.6099720903954802
1995-10-31,HML,-2.3888992372881352,-0.9347079943502823,5.80265929378531,-1.3062050282485875,3.1810471186440674,-0.13141988700564972
1995-10-31,RMW,0.3415035593220338,-0.8365399435028249,-1.3062050282485875,1.8550473446327687,-1.032890847457627,-0.33294836158192087
1995-10-31,CMA,-2.4297772881355937,-0.4312467796610169,3.1810471186440674,-1.032890847457627,2.651799322033898,0.552564745762712
1995-10-31,MOM,0.8958420338983047,-0.6099720903954802,-0.13141988700564972,-0.33294836158192087,0.552564745762712,7.20375209039548
