,0,1,2,3,4,5,6,7,8,9,10,11
1993-03-31,0.019111808004171404,0.0,1.8279648628105605e-16,0.3,0.0,1.745565497701662e-17,0.3,0.29999999999999977,1.1275702593849246e-17,0.08088819199582863,0.0,1.4203048459560108e-17
1993-04-30,0.047805823205236644,4.198030811863873e-16,1.2939399095651474e-16,0.3,4.8138576458356397e-17,0.0,0.29999999999999993,0.2999999999999999,0.0,0.05219417679476336,0.0,1.0711917464156784e-16
1993-05-31,2.498001805406602e-16,0.0,1.3600232051658168e-15,0.3,0.0,0.0,0.3,0.3,0.0,0.09999999999999937,0.0,3.191891195797325e-16
1993-06-30,4.440892098500626e-16,1.5265566588595902e-16,1.8041124150158794e-16,0.29999999999999943,0.0,4.163336342344337e-17,0.2999999999999998,0.29999999999999977,2.0816681711721685e-16,0.09999999999999955,4.579669976578771e-16,2.0816681711721685e-16
1993-07-31,2.0816681711721685e-16,3.7470027081099033e-16,0.0,0.29999999999999893,6.938893903907228e-17,5.412337245047638e-16,0.2999999999999999,0.2999999999999995,2.636779683484747e-16,0.0999999999999999,4.0245584642661925e-16,2.914335439641036e-16
1993-08-31,7.552131850824488e-18,0.0,1.6614908216572664e-16,0.3,0.010637271223565753,0.0,0.29999999999999977,0.2999999999999998,1.43150911373755e-18,0.0893627287764347,0.0,2.996351899063459e-17
1993-09-30,0.0,8.945017664062003e-18,5.514246514342597e-16,0.3,0.02590908746709333,3.286038746102693e-17,0.2999999999999999,0.3,0.0,0.07409091253290612,0.0,5.731717755875486e-17
1993-10-31,0.0,1.017727496811913e-17,4.306329894108725e-16,0.2999999999999998,0.04661813297108401,0.0,0.3,0.3,1.2254755528686228e-16,0.053381867028915585,0.0,1.1618345535237762e-16
1993-11-30,0.0,0.03190303120264901,4.8684918038146805e-16,0.3,0.0,1.350555534022281e-16,0.3,0.2999999999999999,0.0,0.06809696879735072,0.0,4.4250047805187834e-17
1993-12-31,0.0,0.03399784481215793,0.0,0.3,0.0,1.554600366251009e-16,0.3,0.29999999999999977,1.9999053365703922e-17,0.0660021551878422,0.0,4.276145492755709e-17
1994-01-31,1.6338699119539779e-16,0.03212908123265966,0.0,0.3,0.0,0.0,0.2999999999999999,0.3,0.0,0.0678709187673409,2.8291658456919324e-17,1.3225566421363367e-16
1994-02-28,0.05618041370642575,1.3091741232762466e-16,8.735959004801952e-16,0.2999999999999999,0.0,0.0,0.29999999999999966,0.3,0.0,0.04381958629357425,9.73613550891983e-17,0.0
1994-03-31,0.0,3.3205586626737217e-16,5.640584291517093e-16,0.3,0.08839703261239217,1.5636501962402445e-16,0.2999999999999998,0.29999999999999977,0.0,0.011602967387607223,0.0,1.0221965317657464e-16
1994-04-30,3.122502256758253e-17,0.0,0.0,0.3,0.10000000000000024,4.5873360584396324e-17,0.2999999999999999,0.3,7.926678749694986e-17,0.0,0.0,2.6454533008646308e-17
1994-05-31,0.0,0.0,0.0,0.3,0.09943304636919362,0.0,0.29999999999999993,0.3,1.0901310718331803e-16,0.0005669536308065023,3.2809859263066885e-17,7.058490260871688e-17
1994-06-30,1.1449174941446927e-15,3.37403716077489e-16,0.0,0.3,0.09999999999999958,0.0,0.3,0.29999999999999943,1.6046192152785466e-16,0.0,0.0,5.637851296924623e-17
1994-07-31,0.09999999999999881,0.0,3.209238430557093e-16,0.3,3.9898639947466563e-16,1.5005358067199381e-16,0.2999999999999999,0.3,0.0,2.723515857283587e-16,2.949029909160572e-17,8.673617379884035e-18
1994-08-31,0.10000000000000007,1.0755285551056204e-16,3.0357660829594124e-17,0.3,1.214306433183765e-16,0.0,0.29999999999999977,0.29999999999999993,0.0,0.0,1.214306433183765e-16,1.0928757898653885e-16
1994-09-30,0.10000000000000026,0.0,0.0,0.3,1.3877787807814457e-16,0.0,0.3,0.2999999999999996,2.3592239273284576e-16,1.3877787807814457e-17,0.0,2.914335439641036e-16
1994-10-31,0.09999999999999952,1.2032970699129336e-16,8.390051399578041e-17,0.3,0.0,1.3464117566810202e-16,0.3,0.3,0.0,0.0,2.1597307275911248e-16,0.0
1994-11-30,0.10000000000000049,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.0,2.3462135012586316e-16,0.0
1994-12-31,0.09999999999999969,8.543513119185775e-17,5.56629395354058e-16,0.3,0.0,0.0,0.29999999999999977,0.3,0.0,0.0,0.0,9.974659986866641e-17
1995-01-31,0.10000000000000003,0.0,0.0,0.3,1.6653345369377348e-16,1.196959198423997e-16,0.3,0.29999999999999993,0.0,0.0,4.336808689942018e-18,0.0
1995-02-28,0.09999999999999908,0.0,1.1518563880486e-15,0.2999999999999993,4.163336342344337e-17,8.326672684688674e-17,0.3,0.29999999999999977,0.0,2.220446049250313e-16,6.661338147750939e-16,0.0
1995-03-31,0.09999999999999952,4.163336342344337e-17,4.163336342344337e-16,0.2999999999999999,0.0,4.0245584642661925e-16,0.3,0.29999999999999966,6.938893903907228e-17,0.0,0.0,0.0
1995-04-30,0.09999999999999977,3.191891195797325e-16,1.2490009027033011e-15,0.2999999999999996,0.0,0.0,0.2999999999999992,0.29999999999999993,1.3877787807814457e-17,4.163336342344337e-17,3.7470027081099033e-16,0.0
1995-05-31,0.09999999999999931,0.0,4.579669976578771e-16,0.3,0.0,2.7755575615628914e-17,0.29999999999999927,0.3,0.0,1.249000902703301e-16,4.996003610813204e-16,3.885780586188048e-16
1995-06-30,0.09999999999999959,1.1102230246251565e-16,6.938893903907228e-17,0.29999999999999977,9.71445146547012e-17,1.942890293094024e-16,0.3,0.3,0.0,0.0,0.0,8.326672684688674e-17
1995-07-31,0.09999999999999963,6.522560269672795e-16,9.159339953157541e-16,0.2999999999999988,1.3877787807814457e-16,8.743006318923108e-16,0.2999999999999993,0.2999999999999992,1.5265566588595902e-16,6.938893903907228e-17,3.469446951953614e-16,0.0
1995-08-31,0.09999999999999926,0.0,2.498001805406602e-16,0.3,8.326672684688674e-17,0.0,0.3,0.3,2.3592239273284576e-16,0.0,0.0,0.0
1995-09-30,0.09999999999999956,1.6653345369377348e-16,3.7470027081099033e-16,0.2999999999999999,4.718447854656915e-16,0.0,0.3,0.3,8.326672684688674e-17,0.0,0.0,0.0
1995-10-31,2.688821387764051e-17,1.9081958235744878e-17,0.0,0.29999999999999993,0.1000000000000005,0.0,0.2999999999999997,0.3,8.239936510889834e-18,0.0,8.478460988836645e-17,4.597017211338539e-17
1995-11-30,9.22652748441182e-17,0.0,1.4700100541945272e-16,0.3,0.10000000000000003,3.659963774809055e-17,0.2999999999999998,0.29999999999999993,8.564876385604922e-17,8.31946322300978e-17,0.0,7.889272796397543e-17
1995-12-31,0.0,0.04142297214306706,2.895739659092397e-16,0.3,0.05857702785693308,1.2928656566813482e-17,0.3,0.3,0.0,0.0,1.5234010774182763e-18,0.0
1996-01-31,2.1472109309493976e-17,0.0,0.0,0.2999999999999998,0.10000000000000003,0.0,0.3,0.3,7.834326021622697e-17,1.9262732902920378e-16,3.7409697523367594e-17,0.0
1996-02-29,0.0,0.0,0.0,0.3,0.09999999999999999,3.2319326235463215e-17,0.3,0.3,0.0,6.94878886642619e-17,4.8654755517848055e-17,0.0
1996-03-31,1.3721711232542066e-16,1.2636835189504342e-16,0.10000000000000014,0.29999999999999993,8.326672684688674e-17,3.769686388426679e-17,0.2999999999999998,0.2999999999999998,0.0,1.0847450364527765e-17,0.0,2.9143730560217125e-17
1996-04-30,0.0,0.10000000000000017,6.938893903907228e-18,0.2999999999999998,0.0,3.809735245651757e-17,0.3,0.3,5.44413066133813e-18,5.72721334327708e-17,0.0,3.9731855814363446e-17
1996-05-31,0.10000000000000045,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0,2.3418766925686896e-17,1.6479873021779667e-17,4.2934406030425976e-17
1996-06-30,0.032220055102930724,0.06777994489706965,6.938893903907228e-18,0.2999999999999999,0.0,0.0,0.29999999999999993,0.3,0.0,2.222614453595284e-18,1.242495689668388e-16,0.0
1996-07-31,0.0,0.10000000000000014,9.00911215604339e-17,0.2999999999999998,2.0026614423073618e-16,1.278231502928209e-16,0.2999999999999998,0.2999999999999999,1.1461642713682858e-16,8.356509634917709e-17,3.37668819947781e-18,0.0
1996-08-31,2.094066051871849e-16,0.1,4.1537554283415494e-17,0.29999999999999977,0.0,5.3689277704986385e-17,0.3,0.29999999999999966,0.0,1.3196565444369006e-16,1.3548591833783948e-16,6.034628114593876e-17
1996-09-30,0.09335186717869545,0.0066481328213052054,1.3183898417423734e-16,0.3,0.0,0.0,0.29999999999999927,0.2999999999999998,0.0,6.497306456169802e-17,0.0,0.0
1996-10-31,0.09999999999999959,1.249000902703301e-16,9.952975943416931e-17,0.29999999999999993,7.925517880869037e-17,2.030457063413996e-16,0.3,0.29999999999999977,8.46761896711179e-17,0.0,7.383416794626285e-17,1.380477861008936e-16
1996-11-30,0.10000000000000035,0.0,0.0,0.29999999999999977,0.0,1.7718560996752341e-16,0.3,0.3,9.150666335777657e-17,3.186460478228903e-17,7.632783294297951e-17,0.0
1996-12-31,0.10000000000000052,0.0,0.0,0.2999999999999998,0.0,1.3921155894713877e-16,0.2999999999999997,0.3,0.0,3.2959746043559335e-17,6.158268339717665e-17,9.107298248878237e-18
1997-01-31,0.0,0.10000000000000103,0.0,0.29999999999999993,0.0,0.0,0.3,0.29999999999999977,0.0,0.0,1.5395670849294163e-16,0.0
1997-02-28,0.10000000000000057,2.2898349882893854e-16,2.3071822230491534e-16,0.3,1.7867651802561113e-16,0.0,0.2999999999999995,0.2999999999999999,0.0,0.0,1.5612511283791264e-17,5.724587470723463e-17
1997-03-31,0.09999999999999981,0.0,8.326672684688674e-17,0.2999999999999998,4.85722573273506e-17,0.0,0.3,0.3,0.0,1.3530843112619095e-16,1.265534985833705e-16,1.3877787807814457e-16
1997-04-30,0.2999999999999998,5.707240235963695e-16,0.0,0.29999999999999993,5.551115123125783e-17,5.204170427930421e-17,0.0,0.2999999999999999,0.09999999999999984,1.5265566588595902e-16,0.0,0.0
1997-05-31,0.09999999999999994,3.410900034639397e-16,0.0,0.3,4.640385298237959e-17,0.0,0.0,0.3,0.3,1.0191500421363742e-16,2.303929616531697e-17,0.0
1997-06-30,0.10000000000000142,0.0,3.8163916471489756e-17,0.2999999999999999,0.0,0.0,0.0,0.3,0.3,0.0,1.180183817193103e-16,2.0816681711721685e-17
1997-07-31,0.29999999999999943,0.0,0.0,0.3,0.0,6.938893903907228e-17,0.06253738928627584,0.3,0.037462610713725,3.903127820947816e-17,0.0,0.0
1997-08-31,0.3,2.706168622523819e-16,0.0,0.3,7.502679033599691e-17,9.71445146547012e-17,0.09999999999999953,0.2999999999999997,2.6020852139652106e-17,1.9949319973733282e-16,4.597017211338539e-17,8.890457814381136e-17
1997-09-30,0.09999999999999873,4.614364446098307e-16,2.931682674400804e-16,0.2999999999999999,3.382710778154774e-16,0.0,0.3,0.29999999999999966,2.8102520310824275e-16,0.0,3.469446951953614e-18,4.85722573273506e-17
1997-10-31,0.3,0.0,0.0,0.3,0.0,1.5699247457590104e-16,0.1000000000000003,0.3,0.0,0.0,3.122502256758253e-17,0.0
1997-11-30,0.10000000000000075,0.0,0.0,0.3,0.0,7.26415455565288e-17,0.29999999999999977,0.3,2.654126918244515e-16,0.0,0.0,0.0
1997-12-31,1.2628786905111156e-15,0.21048276293195892,0.0,0.2999999999999998,8.326672684688674e-17,0.0,0.18951723706803927,0.3,4.371503159461554e-16,1.0347879771943396e-16,0.0,2.2898349882893854e-16
1998-01-31,0.0,0.3,0.0,0.3,0.0,0.0,2.6020852139652106e-16,0.2999999999999997,0.09999999999999956,6.747852379597507e-17,6.618913057976414e-17,2.6664748214134953e-17
1998-02-28,3.643189094576019e-16,0.29999999999999943,1.151712706803669e-16,0.3,0.0,4.63291425604616e-16,0.10000000000000045,0.3,0.0,0.0,9.46698600168721e-17,0.0
1998-03-31,0.09999999999999937,2.220446049250313e-16,1.194790794079026e-16,0.3,4.401860820291148e-17,0.0,0.29999999999999993,0.2999999999999999,1.0907073855204175e-16,2.725684261628558e-16,4.0332320816460765e-17,7.3075226425523e-17
1998-04-30,0.10000000000000003,7.503221134685933e-16,4.130810277169772e-17,0.2999999999999998,0.0,0.0,0.3,0.29999999999999977,0.0,0.0,0.0,0.0
1998-05-31,0.10000000000000045,0.0,4.5374454288524744e-17,0.2999999999999999,4.499704105487676e-16,0.0,0.2999999999999999,0.3,4.708088325315411e-17,0.0,0.0,4.5102810375396984e-17
1998-06-30,0.29999999999999993,0.0,3.784846038831352e-17,0.2999999999999999,5.475319016737492e-16,0.0,0.10000000000000059,0.2999999999999997,0.0,8.900262382950553e-18,2.3994374533961155e-16,0.0
1998-07-31,0.3,2.463307335887066e-16,0.0,0.3,1.0061396160665481e-16,0.0,0.0999999999999995,0.2999999999999998,1.97758476261356e-16,7.600257229123386e-17,1.2836953722228372e-16,0.0
1998-08-31,0.10000000000000021,0.0,0.0,0.29999999999999977,6.765421556309548e-16,0.0,0.3,0.2999999999999995,0.0,1.227316859253591e-16,3.946495907847236e-16,2.5283594662361963e-16
1998-09-30,0.09999999999999978,1.1861171766991419e-16,0.0,0.3,0.0,0.0,0.3,0.3,0.0,1.3422422895370545e-16,3.5561831257524545e-16,7.068998164605489e-17
1998-10-31,0.3,0.0,0.0,0.3,0.0,0.0,0.10000000000000091,0.3,0.0,1.7867651802561113e-16,2.0990154059319366e-16,0.0
1998-11-30,0.10000000000000002,0.0,6.72639027810007e-16,0.3,0.0,2.2551405187698492e-17,0.2999999999999996,0.3,0.0,7.19910242530375e-17,0.0,1.1275702593849246e-17
1998-12-31,0.09999999999999955,6.488950002325744e-17,5.056718932472393e-16,0.2999999999999998,2.7755575615628914e-17,5.914322850908427e-17,0.2999999999999999,0.2999999999999999,1.2023802092864244e-16,3.134970581741836e-16,0.0,5.117434254131581e-17
1999-01-31,0.2999999999999999,0.0,6.201636426617085e-17,0.3,0.09999999999999998,2.7851967965026453e-16,1.600756745039067e-16,0.3,0.0,0.0,0.0,3.84281907510331e-17
1999-02-28,0.2999999999999998,1.7928629018908018e-17,3.770163885461071e-16,0.29999999999999993,0.09999999999999962,1.601759540490062e-16,0.0,0.3,0.0,2.237793284010081e-16,1.1015494072452725e-16,3.8163916471489756e-17
1999-03-31,0.0999999999999997,0.0,7.979727989493313e-17,0.2999999999999999,0.29999999999999977,1.4311468676808659e-16,1.491862189340054e-16,0.3,3.1051550219984847e-16,3.469446951953614e-17,0.0,0.0
1999-04-30,0.3,0.0,1.7997756063259374e-16,0.3,0.09999999999999974,1.222980050563649e-16,8.673617379884035e-18,0.3,0.0,1.6653345369377348e-16,9.93129189996722e-17,6.375108774214766e-17
1999-05-31,0.2999999999999999,0.0,2.1662359406260379e-16,0.3,0.0999999999999996,2.8666305440516737e-16,6.396792817664476e-17,0.3,2.0383000842727483e-17,1.3487475025719675e-16,0.0,9.237402509576498e-17
1999-06-30,0.3,0.0,0.0,0.29999999999999993,0.10000000000000012,2.3765711620882257e-16,7.632783294297951e-17,0.3,0.0,1.1622647289044608e-16,0.0,0.0
1999-07-31,0.29999999999999966,4.2630482605978706e-17,3.323293030941055e-16,0.2999999999999998,0.10000000000000023,0.0,1.857451693740653e-16,0.2999999999999996,0.0,2.0383000842727483e-16,0.0,1.9081958235744878e-16
1999-08-31,0.29999999999999977,0.0,2.172741153660951e-16,0.2999999999999997,0.10000000000000019,3.222248856626919e-16,0.0,0.3,0.0,5.2909066017292616e-17,0.0,4.119968255444917e-17
1999-09-30,0.2999999999999998,3.200564813177209e-16,2.5153490401663703e-17,0.3,0.09999999999999949,0.0,1.0928757898653885e-16,0.2999999999999996,3.3219954564955856e-16,3.0357660829594124e-17,2.5934115965853266e-16,2.688821387764051e-17
1999-10-31,0.3,0.0,0.0,0.29999999999999993,0.10000000000000012,0.0,7.670139790519445e-17,0.3,0.0,0.0,1.6864174213196522e-16,0.0
1999-11-30,0.3,0.0,2.6020852139652106e-17,0.3,0.10000000000000049,0.0,7.502679033599691e-17,0.2999999999999998,7.155734338404329e-17,0.0,3.122502256758253e-17,0.0
1999-12-31,0.3,2.6020852139652106e-17,1.8908485888147197e-16,0.3,0.09999999999999991,2.237793284010081e-16,6.418476861114186e-17,0.29999999999999993,0.0,0.0,0.0,0.0
2000-01-31,0.2999999999999999,2.710505431213761e-17,0.0,0.3,0.10000000000000017,0.0,0.0,0.29999999999999993,7.936359902593892e-17,0.0,1.7520707107365752e-16,5.5294310796760726e-17
2000-02-29,0.29999999999999977,1.1978049587771823e-16,3.377414994863965e-16,0.3,0.0,0.0,0.0,0.3,8.184506507785711e-19,0.09999999999999999,6.486720161444606e-19,0.0
2000-03-31,0.2999999999999998,2.0209528495129803e-16,3.972516759986888e-16,0.2999999999999996,1.700029006457271e-16,0.0,1.2750217548429532e-16,0.2999999999999997,5.551115123125783e-17,0.10000000000000014,1.214306433183765e-16,0.0
2000-04-30,0.29999999999999927,7.332459292519466e-16,0.0,0.2999999999999999,0.10000000000000055,0.0,1.463672932855431e-17,0.2999999999999999,0.0,0.0,2.5326962749261384e-16,1.1714804473705875e-16
2000-05-31,1.0408340855860843e-17,0.0,1.1145598333150986e-16,0.3,0.09999999999999996,3.5171518475429764e-16,0.0,0.3,3.642919299551295e-17,0.2999999999999997,1.192622389734055e-16,0.0
2000-06-30,0.024932668251239933,1.24683249835833e-16,0.0,0.3,0.07506733174875918,0.0,0.0,0.2999999999999999,1.4983674023749671e-16,0.3,2.461138931542095e-16,2.8406096919120216e-17
2000-07-31,0.1566920634278712,0.0,0.0,0.29999999999999993,0.0,0.0,0.0,0.3,0.0,0.2433079365721293,0.0,4.3064510291124236e-16
2000-08-31,0.08576200300901222,0.0,2.693158196453993e-16,0.2999999999999999,0.3,0.0,1.3158656835595556e-16,0.2999999999999999,0.0,0.014237996990986256,7.212485545870367e-18,3.497568445802457e-17
2000-09-30,0.2999999999999992,3.5214886562329184e-16,2.0469737016526324e-16,0.3,4.85722573273506e-16,6.028164079019405e-17,2.5847379792054426e-16,0.2999999999999999,0.0,0.10000000000000031,0.0,0.0
2000-10-31,0.06393842286069366,0.0,0.0,0.3,0.03606157713930641,5.421010862427522e-17,0.0,0.3,0.0,0.3,0.0,0.0
2000-11-30,0.02498338238218987,0.0,0.0,0.29999999999999993,0.07501661761781052,0.0,0.0,0.2999999999999999,8.506199166735138e-18,0.3,2.7741544299745235e-16,0.0
2000-12-31,0.0,3.400058012914542e-16,0.0,0.3,0.09999999999999992,1.986258379993444e-16,0.0,0.3,8.586881206085195e-17,0.29999999999999993,0.0,0.0
2001-01-31,0.09999999999999963,0.0,0.0,0.3,6.990935608186533e-16,8.370040771588094e-17,0.0,0.29999999999999993,0.0,0.3,0.0,0.0
2001-02-28,0.09519500403048162,4.853973126217603e-16,0.0,0.2999999999999996,1.1728357000861944e-15,0.004804995969518269,0.0,0.3,0.0,0.3,0.0,0.0
2001-03-31,0.07452716083513862,0.0,5.599091069258266e-16,0.3,0.0,0.025472839164861406,0.0,0.3,1.2874900798265365e-17,0.3,0.0,0.0
2001-04-30,0.07599824098094239,0.0,0.0,0.29999999999999993,0.0,0.024001759019058065,9.137113808621589e-17,0.3,0.0,0.3,0.0,1.260385025514399e-16
2001-05-31,0.09480767914750324,4.445228907190568e-18,0.0,0.29999999999999943,5.162970745375972e-16,0.005192320852497142,0.0,0.3,5.567378155713065e-17,0.2999999999999998,0.0,1.0667856349184295e-17
2001-06-30,0.09224045417560635,0.0,2.875304161431558e-16,0.3,0.0,0.007759545824394884,7.39425881635114e-17,0.29999999999999954,0.0,0.2999999999999995,7.853418436398751e-16,7.703256435509509e-17
2001-07-31,0.10150134385526313,1.0448280486885736e-16,3.165870343657673e-17,0.2897272308286342,9.11380346191315e-16,0.008771425316102168,0.0,0.3,2.8189256484623115e-18,0.3,0.0,0.0
2001-08-31,0.09775231045117642,0.0,3.1496132587898003e-16,0.29999999999999905,0.0,0.00224768954882361,3.944327503502265e-16,0.29999999999999954,2.435118079402443e-16,0.2999999999999993,1.096345236817342e-15,2.9945664004049632e-16
2001-09-30,0.20605357768361057,0.0,1.569382318647284e-16,0.19394642231638903,5.552741100359027e-16,0.0,0.0,0.29999999999999977,6.938893903907228e-18,0.29999999999999977,5.355958732078392e-16,1.0234868508263162e-16
2001-10-31,0.21464398553696304,0.0,0.0,0.18535601446303657,8.003983387143536e-16,0.0,1.7958417474915376e-16,0.2999999999999996,1.401192156706814e-16,0.29999999999999916,8.599891632155021e-16,2.964208739575369e-16
2001-11-30,0.11852041107443237,0.0,4.676706071016223e-16,0.2814795889255686,0.0,0.0,0.0,0.2999999999999999,2.987248035740686e-16,0.29999999999999954,0.0,9.367506770274758e-17
2001-12-31,0.09999999999999831,3.885780586188048e-16,8.187894806610529e-16,0.3,0.0,0.0,0.0,0.3,0.0,0.3,4.996003610813204e-16,0.0
2002-01-31,0.10000000000000044,5.273559366969494e-16,0.0,0.3,0.0,6.106226635438361e-16,0.0,0.29999999999999916,0.0,0.3,6.38378239159465e-16,2.7755575615628914e-17
2002-02-28,0.09999999999999966,8.049116928532385e-16,1.249000902703301e-16,0.3,0.0,0.0,6.938893903907228e-17,0.3,0.0,0.3,0.0,1.942890293094024e-16
2002-03-31,0.09999999999999881,1.3877787807814457e-15,1.1518563880486e-15,0.2999999999999987,0.0,1.3600232051658168e-15,0.0,0.2999999999999984,5.828670879282072e-16,0.299999999999999,1.1657341758564144e-15,1.6653345369377348e-16
2002-04-30,0.09999999999999931,0.0,3.677613769070831e-16,0.3,1.8214596497756474e-16,1.3010426069826053e-17,0.0,0.2999999999999998,1.8909088798123702e-16,0.2999999999999998,3.599611503649525e-16,6.938893903907228e-17
2002-05-31,0.1301489053600355,0.0,1.3227266504323154e-17,0.26985109463996476,0.0,0.0,0.0,0.3,0.0,0.3,1.0354130747236567e-16,0.0
2002-06-30,0.20529137262711428,0.0,3.7052609244692114e-17,0.194708627372886,2.806186272935607e-16,0.0,0.0,0.3,3.230922474006803e-17,0.29999999999999966,2.567119693902553e-16,0.0
2002-07-31,0.10000000000000088,0.0,0.0,0.2999999999999996,0.0,0.0,0.0,0.3,1.4224732503009818e-16,0.3,2.5673907444456745e-16,0.0
2002-08-31,0.2678533612208125,0.0,0.0,0.13214663877918736,4.163336342344337e-17,2.1163626406917047e-16,0.0,0.3,0.0,0.3,0.0,0.0
2002-09-30,6.055095063357174e-16,9.662735564669401e-17,0.0,0.3,0.09999999999999878,0.0,0.0,0.3,0.0,0.3,1.6051738202337095e-16,9.053433926735544e-17
2002-10-31,2.893861108008985e-16,2.6323829579862508e-17,6.71741393423521e-17,0.10327370747212324,0.29999999999999916,0.0,0.0,0.2967262925278769,1.139942798878903e-16,0.3,0.0,3.3505319526725336e-16
2002-11-30,1.0737950563153882e-15,0.0,0.0,0.10000000000000053,0.2999999999999986,4.693878660259784e-16,0.0,0.3,0.0,0.3,0.0,0.0
2002-12-31,0.0,7.114559635574902e-16,0.0,0.10000000000000085,0.3,2.1349481426580182e-16,0.0,0.2999999999999986,0.0,0.3,0.0,1.1869522190811363e-16
2003-01-31,0.08829096127664354,0.0,3.7438676325191337e-16,0.011709038723355228,0.3,0.0,1.2923689896027213e-16,0.3,2.8015784137025435e-16,0.29999999999999954,1.7889335846010823e-16,2.404760418572849e-16
2003-02-28,0.10000000000000042,0.0,0.0,2.7755575615628914e-17,0.3,0.0,8.370040771588094e-17,0.3,0.0,0.3,0.0,0.0
2003-03-31,0.09322642093228616,4.0180532512312794e-16,9.606031248221569e-17,0.006773579067713699,0.29999999999999993,0.0,4.445228907190568e-18,0.2999999999999997,1.0885389811754465e-16,0.2999999999999998,1.9971004017182992e-16,1.1167282376600696e-16
2003-04-30,1.016547956922409e-15,1.6653345369377348e-16,4.705437428587089e-17,0.10000000000000006,0.2999999999999993,8.066464163292153e-17,0.0,0.29999999999999993,0.0,0.3,0.0,0.0
2003-05-31,0.0,0.0,3.1106058656871343e-16,0.3,0.09999999999999962,0.0,0.0,0.29999999999999966,0.0,0.3,2.6925301635092335e-16,0.0
2003-06-30,0.0,6.513892144736011e-16,2.5947413107330876e-16,0.1604026989853718,0.3,0.0,6.80430897797796e-17,0.23959730101462726,6.05912157407394e-17,0.2999999999999994,6.065698643075262e-16,1.245731463991843e-16
2003-07-31,4.652622192779999e-16,0.0,4.154138196468342e-16,0.17008979663623994,0.2999999999999997,7.161794401133561e-17,1.38052165478252e-16,0.22991020336376006,0.0,0.3,0.0,0.0
2003-08-31,0.0,1.2828366638878005e-16,0.0,0.10099008986306142,0.3,1.3351250030680262e-17,0.0,0.2990099101369387,1.4147571036397386e-16,0.3,0.0,0.0
2003-09-30,1.3183898417423734e-16,0.0,3.8163916471489756e-16,0.09999999999999973,0.3,1.3357370765021415e-16,0.0,0.3,1.5785983631388945e-16,0.3,0.0,0.0
2003-10-31,0.29999999999999993,0.0,0.0,0.10000000000000059,0.3,3.207070026212122e-16,0.0,0.0,0.0,0.3,3.870601755773251e-16,0.0
2003-11-30,0.006682622278307287,0.0,0.0,0.2999999999999999,0.2999999999999993,5.637851296924623e-18,0.0,0.09331737772169306,1.3725999503666486e-16,0.3,1.971079549578647e-16,1.713039432527097e-17
