,Mkt_minus_RF,SMB,HML,RMW,CMA,MOM,Intercept
1992-02-29,0.08330723667247314,1.2493329359206393,0.2537006695908095,0.578880886322302,0.2189872415200588,-0.013877929274069396,-0.21757256615175508
1992-03-31,0.0678095701015356,1.2027562571094828,0.3577249789910982,0.9555861912817748,0.3728137567017776,-0.2636635101410707,-0.11690877922468847
1992-04-30,0.005148172538157697,1.2041171386389147,0.3527121168632954,1.0747345061684523,0.4321510258558977,-0.30757311009751304,-0.08151545779466322
1992-05-31,0.03089385687585044,1.2197241080144745,0.29484307489535777,1.1562435531386979,0.43416126495670715,-0.3655746801559964,-0.09448583011568538
1992-06-30,-0.2581640919920292,1.22041320968374,0.35013167974960563,1.2700705581445968,0.618501534164924,-0.42639909868841036,-0.05387617290715799
1992-07-31,-0.19549973767375114,1.2219585208229335,0.3327102628247111,1.3036862206844804,0.6036802445941983,-0.4495112159451268,-0.0539243360487458
1992-08-31,-0.23868331320846256,1.2364689384199303,0.32434410171170536,1.2674952650941496,0.6495108242032982,-0.34008023889326444,-0.08689298824644918
1992-09-30,-0.2987341477243838,1.2576761717765665,0.28529647168771066,1.2609795235817205,0.3904603090844842,-0.36098576417233935,-0.07831056617078158
1992-10-31,-0.3314818306237326,1.2563232152664459,0.28220788995569623,1.2508577423385956,0.3529572601498035,-0.34836997417084054,-0.0764003194517495
1992-11-30,-0.33064456064774084,1.2551503018767038,0.28588109816144963,1.251767508290511,0.3593534240657298,-0.35215193393997557,-0.07419901465877957
1992-12-31,-0.18794167730188396,1.2319317559023624,0.2898242032860285,1.2429328676312312,0.31251016260540754,-0.41881208850783447,-0.09044592809614509
1993-01-31,-0.09366612005692453,1.1924676953095212,0.2955572812516815,1.2661687211274488,0.25825422312788104,-0.5131493810664249,-0.09080250180914756
1993-02-28,-0.07837594058470526,1.177925195880792,0.2903696063621678,1.3958860618555944,0.12758029721284525,-0.6064466078548757,-0.07605859049532497
1993-03-31,0.11843406883114928,1.2363977326857813,0.24804741813358516,1.2762154089459308,0.06979813960506512,-0.4247279609863286,-0.26661755500115103
1993-04-30,0.1280362375059623,1.2293388500667228,0.23979157897801126,1.3250527283958726,0.01391955605134256,-0.5086762917937052,-0.2288377034088813
1993-05-31,0.30440596376104817,1.2055218426181395,0.27146414475899133,1.3200684665112943,-0.12312573896860628,-0.5382148503732523,-0.2172503629928366
1993-06-30,0.31760700873009406,1.2049926965185753,0.2677111761357981,1.3044926079474837,-0.13554510796008779,-0.5402281188857343,-0.22287225762344318
1993-07-31,0.3460725431348449,1.2010850910092359,0.25567754116676483,1.3341213927772202,-0.16717971857556427,-0.592089132606406,-0.2123545085528518
1993-08-31,0.31322545707857463,1.2023017082784229,0.25324510740864126,1.3155077037425658,-0.15432599880753603,-0.5545847094931281,-0.2152071799885985
1993-09-30,0.2678457461427808,1.1871233507583128,0.27073740401908336,1.3089083562838137,-0.04635515753722307,-0.4928987829073824,-0.23689071309744897
1993-10-31,0.3923490080454257,1.16394643028807,0.28094271389283254,1.3192652170720385,-0.06947107287410818,-0.499943672547443,-0.23772507259062245
1993-11-30,0.5688361232493009,1.2165583788239616,0.3241633893702648,1.0445093621585602,0.027449976098241752,-0.026104275356698865,-0.37439278293916284
1993-12-31,0.6191761529943818,1.207812257412312,0.31968940343000907,1.034301850660192,0.050131675802012235,-0.023735531638399893,-0.3984856829879108
1994-01-31,0.6220578023424593,1.2060922271375223,0.3356149460656302,1.050364281536396,0.0742634768838011,-0.04259162710453995,-0.38607120796966543
1994-02-28,0.6766553410536341,1.2205239477726229,0.3329588319258473,1.0260392067897997,0.05045484685462797,0.0042070111435363,-0.40029024016253323
1994-03-31,0.6688470575646959,1.2366491552451164,0.30934665534645395,1.0287707703602986,0.011617590179161665,0.008106813132517989,-0.40479055357174054
1994-04-30,0.6356821863390013,1.2482253231396452,0.3390041704659193,1.0062152670243099,-0.009332727499288842,0.04249260291534861,-0.38932028552684794
1994-05-31,0.6296056513638603,1.242064399441038,0.35776373643694465,1.003285387718835,-0.04696269215314841,0.011458993508204722,-0.35891550659688115
1994-06-30,0.5636815764102011,1.2398834690829743,0.3938797995159259,1.0058437379422414,-0.053142412409670124,-0.027449080830887915,-0.3113563041333689
1994-07-31,0.5544864389049959,1.2486224706199183,0.38939210111950884,1.0000516022070307,-0.08357256412966904,-0.041995593428512445,-0.303949338250692
1994-08-31,0.5362529251500837,1.2473302404575726,0.3935893995676712,0.9968860340130576,-0.0828560220765179,-0.04544121303626682,-0.3011194599561173
1994-09-30,0.48092741514919596,1.2121960925582376,0.4061837093379001,1.0501911097600942,-0.10221449630621646,-0.10616188359274291,-0.30685532860694054
1994-10-31,0.4205439982364166,1.2164648782391376,0.39186854037468627,1.0573994516760166,-0.10889221339720999,-0.11197636130481951,-0.3047336019083113
1994-11-30,0.41747257428424944,1.214290070164377,0.407611106785218,1.044156874836604,-0.07723665545783158,-0.08024736061628088,-0.2973401924487152
1994-12-31,0.38111680575977724,1.223279173402025,0.42200399465453076,1.048853470693581,-0.05794095471501831,-0.0607963851966926,-0.2974617011488496
1995-01-31,0.4271638626833934,1.2267759072741204,0.4250839908077651,1.0363077057971402,-0.05906063650825092,-0.04231899229258698,-0.2808415338226731
1995-02-28,0.19126042546850763,1.2393236968242018,0.547497147754912,0.8148105456923816,0.060172220542836996,0.3381231597608677,-0.24911583746607677
1995-03-31,-0.02886867651377258,1.2966172614890188,0.5855976586438182,0.8483613206010027,0.16762813578758404,0.37221550980151147,-0.20104943142163387
